symbol,community
PPP5C,1
RPS17,1
TMOD4,390
TOMM34,234
UBAP1,162
USP25,231
ARHGDIG,43
ARHGEF11,43
ARHGEF25,43
Arhgef7,12
ASTE1,529
CBLL1,481
CDC42BPA,262
CDC42BPB,5
CDC42EP1,90
CDC42EP2,43
CDC42EP3,43
CDC42EP4,272
CDC42EP5,31
CDC42SE1,123
CDC42SE2,143
CEPT1,323
CFHR4,43
COX1,159
CPN1,43
Diap3,43
DIAPH2,43
DOCK9,12
EIF2B3,159
EPB41L4B,167
FGD1,50
FGD3,43
FKBP9,1
FMNL2,43
IQGAP2,258
IQGAP3,98
KIF17,43
Ktn1,1
MAP3K10,99
MCF2,43
MIEF1,458
MUC12,43
MYO9A,390
NDUFV3,8
Net1,43
PAK1,7
Pak3,43
PAK3,43
PAK6,7
PARD6B,167
PLEKHG2,43
POLR1D,190
Rock1,43
SCMH1,22
SH3D19,43
STX3,32
WAS,2
ZAK,484
ZC3H4,139
ZNF175,214
ZNF234,43
ZNF420,43
ZSWIM5,43
atr,1
CCL2,1
MCM8,1
ORC1,1
PPP2R3A,296
PPP2R3B,19
PSKH1,1
ALAS1,377
ALB,1
ALCAM,200
BCL9L,33
BRPF1,354
C1orf131,1
CCDC88B,1
CNN3,1
CPSF1,1
CPSF4,1
CSTF3,1
DSG1,1
EIF2S3,1
FLG2,1
FSD2,35
GBF1,1
HM13,372
HSD17B4,1
HSF2BP,1
IMPACT,470
ITFG1,50
LANCL1,1
MIF,1
MTUS2,35
MYO3B,1
NEFH,180
NUCB2,205
PDIA6,1
PLG,536
PRSS1,1
RAB30,154
RAB40AL,253
RAB5C,1
RNF20,150
RRAGA,211
SAR1B,92
SLC7A5,1
TFCP2,144
TSGA10,35
VPS37B,1
CDCA4,396
BDH2,396
CPNE7,1
NMNAT1,1
CDCA5,132
BHLHE41,433
BTD,65
CD99L2,157
EIF2AK2,1
ERI1,373
FIP1L1,1
GPHN,466
IRAK3,278
MBD2,11
NAA10,157
NAA16,132
OBSCN,132
RPAIN,132
SLC9A3R1,7
SMC1B,132
STAG1,132
TBX3,1
TICAM1,13
TTLL3,123
ABLIM3,40
ADAM9,65
ADCY9,517
AIM1,148
ANK3,12
ANXA4,69
ARGLU1,40
ARHGAP18,73
ARHGAP23,40
ARHGAP29,40
ARHGDIB,43
ARHGEF16,366
ARPIN,40
ARVCF,40
ATP2B1,1
C1orf106,230
C1orf116,12
C1orf198,40
C1orf35,227
C6orf132,40
CALD1,70
CANT1,196
CAPS,40
CC2D1A,6
CCDC120,28
CCDC43,111
CCSER2,60
CD99,112
CDH3,40
CDKL5,213
CLMN,40
COBLL1,134
COL17A1,40
COPG2,1
CSNK1A1,1
CTNNA2,1
CXADR,40
DAAM1,437
DAB2IP,340
DAG1,2
DENND4C,15
DHX29,348
DSC3,282
EFHD2,16
EHBP1,40
EHBP1L1,255
ELFN2,40
ELMOD3,40
EPB41,383
EPB41L1,36
EPN2,164
EPN3,356
EPS8L1,366
EPS8L2,67
F11R,273
FAM110A,15
FAM110C,40
FAM126A,501
FAM126B,35
FAM129B,157
FAM171B,40
FAM83H,1
FAM84B,86
FAM91A1,206
FER,39
FERMT1,1
FMN1,40
GBAS,1
GCOM1,40
GLOD4,191
GM2A,187
GOLGA8B,40
GOLGB1,202
GPRIN1,40
H1FX,1
HLA-C,50
HN1,1
HN1L,1
IL6ST,2
INADL,73
IRAK1,13
ISYNA1,1
ITGA6,406
ITGAE,40
KCNN4,40
KDF1,40
KIAA1462,40
LAD1,40
LLGL1,253
LPHN2,40
LPP,16
LRRC57,216
LRRC7,40
LSR,7
LYPLA2,1
MACC1,40
MAGI3,31
MARVELD2,327
MB21D2,109
MINK1,371
MPP7,236
MPZL1,343
N4BP1,515
NEBL,145
NF2,1
NGDN,40
NLRP2,13
NOTCH1,84
NOTCH3,84
NUDT5,1
OCLN,279
PACSIN2,233
PALM3,40
PARD3,7
PARK7,1
PCDH1,458
PDAP1,40
PDLIM1,447
PDXDC1,285
PI4KA,72
PIP5K1C,475
PLCB3,40
PLEKHA1,375
PLEKHA2,40
PLEKHA5,15
PLEKHA6,40
PPFIBP1,7
PPP1R37,40
PROM2,40
PTPRJ,149
PVRL2,122
PVRL4,493
RANBP1,1
RB1CC1,86
RELL1,500
RPL36A,1
RPL36AL,1
SCARB1,196
SCEL,143
SCRIB,461
SCYL2,1
SDCBP,1
SERBP1,1
SET,1
SH3PXD2B,29
SHANK2,208
SHROOM3,40
SIRPA,2
SLC12A2,40
SLC16A3,160
SLC2A14,454
SLC30A1,178
SLC38A1,169
SLC4A7,4
SLC9A3R2,283
SLK,364
SNAP23,32
SNAP25,159
SNAP29,32
SPRED1,203
SPRR3,40
SRCIN1,40
SSH3,313
STIM1,229
STK24,19
STX5,32
STXBP6,32
SYNJ1,3
SYNJ2,206
SYT7,122
TANC1,6
TBC1D10B,104
TBC1D22B,187
TENM3,40
TJP1,1
TJP2,383
TMEM2,40
TMEM51,288
TMEM87A,4
TTC7A,40
TTK,6
TXNDC9,1
UBFD1,7
USP43,7
USP6NL,524
USP8,7
UTRN,73
VAMP3,32
VAPB,46
VASN,25
VASP,67
VCPIP1,225
VSIG10L,40
WIPF2,233
XRN1,189
ZC3H15,1
ZFYVE16,40
ZG16B,45
ZNF185,40
ALYREF,1
BOLA2,1
BOLA2B,1
CCNA1,54
CCNB1IP1,1
CCND3,54
CDC25B,15
CDKN3,357
CDT1,1
CIITA,5
CUTA,28
CUX1,144
CXCR1,30
DANCR,1
DTL,36
EPN1,324
ERH,1
ESCO1,11
GATA2,480
GFAP,433
GPH1,1
H1F0,1
HIST1H2BB,1
Hmga2,131
HRNR,1
ICK,108
IL16,35
IL3RA,144
ITGB3,162
JAK3,1
KCTD12,1
KMT2E,1
KPRP,66
LATS1,7
MLKL,1
MOB2,79
NCAPH,1
PAH1,1
PELO,1
Rara,118
RBMXL2,1
REPS2,164
RGCC,12
RPO21,1
SAFB,1
STK3,19
TNNC1,1
USP16,1
xlf1,1
DSTYK,94
NEK3,1
NSUN5,260
PALD1,1
PLS1,299
RBM14-RBM4,1
SPSB3,159
TUBB4A,1
WDR34,1
DHPS,398
NOP10,296
PPP2R2A,1
PRKACG,46
PTMA,1
SUGP1,219
TDRD7,503
ACOT13,1
ALDH18A1,1
APOO,8
AURKAIP1,1
AZGP1,1
C2CD5,445
CARKD,56
CBS,1
CCNH,17
CDC7,1
CDK15,383
CDK5R1,18
Cdkn1a,1
Cdkn1b,1
CLIC4,453
CNBP,1
COG7,376
COQ6,8
CRABP1,1
CRABP2,66
CSTA,1
CYP2S1,327
DAD1,392
DHRS1,1
DPYSL2,1
DPYSL3,1
DSC1,1
E2f5,5
EGLN2,18
ELAVL2,1
ELMSAN1,11
ENO2,1
FAM133B,160
G3BP2,1
GDI1,1
GLG1,107
GOT2,510
HBB,1
HIST1H2AH,1
HMGB2,1
HMGN2,5
ID2,27
ID3,27
IDH2,1
IFITM2,1
IL15RA,195
KLF10,261
LIN37,54
LNX2,35
LOC100419906,1
MAGOHB,415
MAPK15,50
MARCKSL1,38
Mdm2,1
MITF,318
MNAT1,5
MRPL27,38
MS4A3,357
MT1E,1
Mybl2,1
MYBL2,54
NCBP2-AS2,29
NFYB,24
NHP2L1,1
NOV,337
PARP10,1
PCED1A,1
PHLDA3,1
PNP,1
PODXL,1
POLL,9
POLR3H,190
PPIB,1
RAB15,406
RAD53,1
Rb1,18
RBM3,1
RBM7,1
RCC2,1
RNF157,1
ROBO1,571
RPL10L,1
RPL19,1
RRAS2,160
RRM1,1
RRN3,488
S100A4,12
SARNP,1
SCN5A,73
SEMG1,520
SERPINB9,91
SORT1,1
SPDYA,1
STOML1,72
TAF7,24
TMEM54,98
TOP1MT,1
UBE2T,1
USP37,1
VAT1,171
VPS39,168
YBX3,1
ZMYND11,415
ASPM,449
CDKN2B,18
CDKN2C,18
CIB1,357
DNAJC9,1
DUSP9,62
EIF1AX,26
FBXO4,250
GLI1,3
GUSB,65
HOOK1,115
OGFRL1,18
PAQR4,18
PSMD10,10
RPRM,14
SENP3,1
SHOX2,254
SLBP,1
SMTN,31
VTA1,75
ZC3H14,1
ZNF101,18
ZNF219,11
ZNF335,18
ZNFX1,458
AMY2A,18
CDKL3,473
DAB1,106
DDIT3,48
EBF4,18
EIF2AK1,37
ELK1,176
FOXO3,5
LPIN1,18
MSL3,150
NFATC3,1
PPARGC1A,5
PRX,18
RBM23,1
SNIP1,1
SOX10,78
SOX5,489
SYNPO2,7
TRAK1,297
VGLL4,221
ZEB1,12
ZFP36,53
ZNF174,85
BUD13,17
CCNC,17
CDK19,17
CTDP1,17
H3F3C,240
MED10,17
MED11,17
MED12L,17
MED13,17
MED13L,17
MED18,17
MED20,17
MED22,17
MED25,17
MED27,17
MED28,17
MED29,17
MED30,17
MED4,6
MED6,17
MED7,17
MED8,17
MED9,17
NRIP1,5
PCF11,1
RBM45,288
SMAD1,12
SMAD5,12
SRGAP1,43
MAPK10,1
NUP50,1
Pin1,1
PRB2,1
RNF123,1
SIRT6,1
TXNIP,1
UBAC1,258
CHAC2,502
COL1A2,207
DIEXF,3
EPHX1,163
FANCM,362
GGH,162
IFT88,108
MID2,9
MRPS33,1
ARHGEF28,357
CECR5,357
CLPB,8
DIS3L,345
HLCS,357
PTPN5,1
ROCK2,224
SEC63,357
CDPF1,324
CDR2,145
ALS2CR11,145
AMOTL2,109
ANKRD36BP1,145
C1orf216,232
CCDC153,145
CDR2L,145
CEP57L1,462
CHIC2,42
COX5B,8
DNA2,46
ENKD1,145
FAM184A,145
GMPPA,241
IGSF3,145
KANSL1,11
LENG1,198
NEURL4,6
PPP3CB,103
PPP3R1,103
RCOR3,35
RSPH14,503
SCNM1,145
SH2D4A,249
SPATA24,36
STX1A,32
TCHP,145
TMCC2,301
TTR,45
CDS1,25
REEP6,97
TSPAN6,25
CDS2,397
CDV3,219
FIS1,291
LARP4B,1
LEMD3,4
MPLKIP,219
MRPL14,38
MRPS28,1
MRRF,219
NDUFA7,8
RAB31,257
STX7,32
TBL2,219
TIMM44,8
UQCC3,219
MIR140,1
PPBP,418
CELF2,1
A1CF,25
Apob,1
CENPL,262
CENPQ,262
C19orf57,312
CCNL2,448
CENPC,262
CENPI,262
CENPN,262
CENPO,407
CENPP,262
CENPT,262
CENPU,262
ITGB3BP,468
STRA13,362
CEP120,6
ANK2,292
CAMSAP1,6
CCDC66,6
CENPJ,6
CEP95,7
CEP97,6
CKAP2,6
ECH1,8
FANCI,1
GPATCH1,6
HAUS3,6
HAUS4,6
HAUS5,6
HAUS6,6
IPMK,13
KIAA0586,143
LRRC49,6
LTV1,1
SPICE1,6
TTC28,6
TTF2,6
WRAP73,6
ZC2HC1A,6
NR1H3,5
PPARD,5
ANKRD52,79
BEND7,220
CCZ1B,84
EXOC4,25
FAM74A4,148
GLI3,69
KNSTRN,422
LOC728175,6
RECK,191
RGPD3,6
SMG7,6
TXLNG,6
ZNF417,322
ZNF587,111
CEP57,1
ABR,26
ATAD3A,1
CCDC33,369
CEACAM1,1
CPVL,192
FABP5,1
FAM96B,1
FBLN5,112
HINT3,8
HIST1H4H,1
LSM3,113
LY6G5B,6
MAGEA2B,35
MMRN1,187
MRPL40,38
MRPL49,1
PHKA1,167
PHKA2,10
RALBP1,164
RPL27AP6,1
RPS15P2,1
S100A13,495
TBC1D4,7
TCEB1P3,1
ZNF385A,1
CEP68,46
CDK5RAP2,46
PCNT,6
SOX13,489
CALM2,35
CEP104,6
IQCB1,1
MAATS1,6
RAB35,6
CERK,1
APOL2,163
CCDC174,166
HLTF,1
IK,1
ILKAP,323
TAF13,24
TBC1D22A,470
USP1,1
WDR43,1
WDR46,1
CETN3,413
DDI1,413
MDN1,1
MRPL32,38
NXF5,413
POC5,6
SGSM1,413
XPC,413
CFAP97,47
CRTC3,7
PKN3,20
CFH,504
C3,45
MUT,504
YTHDC1,1
AKR1A1,87
ALDH4A1,1
COX17,485
HDHD1,306
LIMK2,1
MTAP,87
POLR1C,1
AKR1B1,191
POT1,70
PLIN5,58
SPATS1,466
DPYD,502
GTPBP1,1
CHCHD2,8
ABCC2,463
CHCHD10,8
CLPX,8
COX5A,8
COX6A1,8
FARS2,323
FKBP10,25
GHITM,320
GRSF1,1
LHX4,67
NARS2,110
NRD1,338
PMPCA,8
PMPCB,8
POLRMT,74
PTRH2,8
RNASEH1,14
YBEY,129
CHD2,220
TEKT1,220
ABCF1,1
BCAS2,1
BMS1,1
BPIFA1,45
BRD1,7
BYSL,1
C17orf85,1
C7orf50,1
CASP14,77
CDK11B,7
CENPV,1
CHD5,11
CHERP,1
CHTOP,1
DDX10,1
DDX18,1
DDX41,1
DDX42,1
DDX52,1
DDX55,1
DHX30,1
DKC1,1
DPEP2,162
DPEP3,1
FLG,66
FNBP4,1
FTSJ3,1
FXR2,1
GATAD2A,11
GLYR1,1
GNL2,1
GTPBP4,1
H2AFZ,1
HELLS,478
HIST1H1C,1
HIST1H2BH,51
HIST1H2BK,1
HIST1H4B,1
HIST1H4C,1
HIST1H4D,1
HIST1H4E,1
HIST1H4J,1
HIST1H4K,1
HIST1H4L,1
HIST2H3D,1
HIST2H4B,1
KNOP1,1
KPNA5,1
KRR1,1
KRT32,29
KRT73,2
KRT77,1
KRT78,1
KRT83,2
LCN1,45
LCORL,1
LOC102724159,1
LOC102724594,1
LYAR,1
MB,1
NAB2,505
NACC2,11
NCOA5,1
NEAT1,1
NOC4L,311
NOL10,1
NOL6,1
NOP14,1
NR2C1,11
OGG1,1
PAXBP1,1
PES1,1
PHF14,1
PKP1,1
PNO1,1
POLD3,307
POLDIP3,1
PPAN,1
PPAN-P2RY11,1
RBM10,1
RBM15,1
RBM19,1
RBM34,1
RBM5,55
RBMX,1
REXO4,1
RNF8,9
RPS15,1
RRP12,1
SDAD1,1
SF3B6,1
SFSWAP,1
SRRT,1
SRSF3,1
STRBP,1
TCF19,11
USP36,1
UTP14A,1
UTP18,1
WDR3,1
XAB2,1
YLPM1,1
ZBTB5,423
ZCCHC8,1
ZFHX4,260
ZKSCAN1,85
ZKSCAN8,85
ZMYND8,11
ZNF296,1
ZNF512B,264
ZNF622,1
ZNF827,11
CHD7,23
CTCF,1
OLIG1,2
SALL3,310
SOX2,1
MCD1,1
MEPE,1
PIGM,4
SETMAR,1
SMO,4
TUSC3,427
WRN,1
CATSPER1,104
GMCL1,42
KRTAP10-9,42
KRTAP4-2,42
CHKA,442
DEPTOR,442
CHML,154
AGPS,167
ARID5B,11
ASPDH,434
DDR2,40
KDM4B,1
MRPL55,38
PLBD2,245
PRCC,1
SEPT11,1
SSR3,1
TARS2,1
TTC37,1
ATP1A4,256
C10orf35,256
C1orf112,522
CCRN4L,474
DCP2,263
DYM,398
EXOC2,25
FARP2,256
FASTKD1,110
FLT4,2
FTSJ1,256
GTPBP2,256
HEATR3,477
LRP10,256
PBXIP1,354
PIGX,256
STARD3,110
STX18,32
TUBA3C,7
USP46,94
YIPF4,4
CHST15,323
LPGAT1,323
SLC25A19,323
SLC35E1,323
ATG16L2,59
CARD11,13
COPS3,36
DCUN1D5,319
IRF5,13
KLHL21,58
MAP3K8,13
NLRP4,216
PAX8,480
Pebp1,13
PRKCD,2
PRKCI,7
SASH1,13
TNIP2,26
TRIM40,13
RFXANK,368
ACAD8,367
DDX31,45
INTS2,165
MRPS12,1
TAP2,50
TRMT6,1
ZNHIT3,1
CLCC1,424
PTPRG,424
TBCE,424
TMBIM6,4
CLDN12,300
ECHS1,300
CLDND1,431
ALG3,431
B4GALT4,431
CYTB,431
GOLGA7,431
MAN1A1,431
MAN1A2,135
ZDHHC8,431
CLEC2B,1
CLEC2D,110
ABCB8,285
ARV1,110
ATP12A,110
ATP7A,110
ATP7B,110
ATP8B2,110
C17orf75,206
CHPT1,4
CNTNAP3,229
COLEC12,312
DNAJC1,110
DYNC2LI1,110
ECEL1,110
EVI5L,110
FAM69A,196
FAM8A1,107
FANCL,362
FRMD5,4
GAS6,110
GLRB,466
GP1BB,314
GPR50,110
GYLTL1B,110
INTS4,72
KIAA1244,110
KIAA1586,239
LCLAT1,110
LMBR1,4
LPHN3,110
NETO2,4
NLRX1,110
NXPE3,110
PTPRU,411
SLC19A2,4
SLC22A18,110
SLC22A23,42
SLC25A20,110
SLC2A8,110
SLC39A1,169
SLC39A11,72
SLC47A1,110
SLC7A3,110
ST6GALNAC3,196
SUSD1,110
TM9SF1,110
TMEM184B,110
TMEM68,95
TMEM9B,4
XYLT2,110
JAGN1,279
SMIM3,279
TMEM79,320
ADAM1A,1
ADAM2,346
GDE1,4
XK,14
CLIC2,453
CLIC5,453
CLIC6,453
ICAM1,1
RABIF,406
BIN1,208
CLOCK,20
ARNTL,20
ARNTL2,20
CCDC132,20
DBP,20
DEC1,259
NPAS2,5
NR1D2,259
PER2,259
RORB,5
RORC,259
CLPP,8
CLSTN1,274
APBA2,274
BAHCC1,11
TRIP12,9
ABCA2,529
AMPH,192
ATP1A2,1
BTBD3,574
CHMP1B,75
CRTC2,103
DCP1A,263
EDC3,15
EDC4,1
EGFL7,84
Epn1,3
GJB5,78
HELZ,22
HIP1,3
KIAA0430,22
MTUS1,373
NDUFA9,8
PTAFR,513
PTPN23,71
SLC35B2,169
SNAP91,108
SOAT1,1
STAMBP,75
TNK1,7
XPR1,303
ZFYVE9,3
CLUAP1,108
CINP,108
IFT172,108
IFT46,108
TTC30A,108
TTC30B,108
UBXN10,108
CMPK1,326
NIT2,326
TATDN1,1
CMTM6,418
ATP13A2,519
DUSP10,418
CMTR2,1
APOBEC3C,14
C8orf33,1
CCDC137,1
FCF1,66
FKTN,1
GLTSCR2,1
LLPH,1
MAK16,1
NIP7,1
NLE1,1
NOL12,1
PAK1IP1,1
PAPD5,1
PURA,1
RPF1,1
RPF2,1
RPL26L1,1
RPL7L1,1
RRP8,1
SURF6,1
TRIM56,1
TTF1,252
ZFP62,1
ZNF184,1
ZNF275,1
ZNF48,1
ZNF771,1
ZNF800,1
ZSCAN25,1
CNOT4,9
Esr1,53
GFI1B,1
GPBP1L1,53
INTS5,17
MOT2,9
PDRG1,3
PI4K2A,273
TIMM22,179
TOB1,53
TOB2,1
GGNBP2,53
UBC5,9
CNTRL,6
C2CD3,6
CEP128,6
CEP170B,22
CEP85L,423
CEP89,6
CLASP1,7
COX3,29
IFT81,6
KIF7,24
MGST3,269
NME7,199
NUP205,1
ODF2,6
PDHA1,1
RAB9A,1
RPGRIP1L,6
SLC39A7,97
SPATA2,13
TIMM23B,1
TRIM26,1
VPS33A,115
YARS2,38
DDHD1,134
COG1,376
IFFO1,134
MEFV,376
IGFBP3,207
MMP2,272
Nid1,207
NID1,207
NID2,207
PDGFA,207
PDGFB,1
SPARC,536
COL4A3BP,468
MARK1,7
COLGALT2,177
COL2A1,177
COL4A1,177
COL6A2,177
FAM136A,8
MRPS36,177
SPATA20,322
VIPAS39,177
VPS33B,177
COMMD10,136
C11orf73,136
C16orf62,136
CCDC22,136
CCDC93,20
COMMD2,136
COMMD3,136
COMMD4,136
COMMD5,136
COMMD7,136
COMMD9,136
DSCR3,136
FKBP15,69
TRIM13,4
COMMD6,136
EMB,136
MFAP3,4
TM2D3,314
COP1,253
TRIB1,253
ARCN1,1
CCDC97,1
COPS2,36
5830415F09Rik,36
COPS7B,36
COPS8,36
Crebbp,574
DCAF11,36
DCAF4,36
DCAF6,5
DDB2,1
GTF2H2,36
IP6K1,457
IRF8,221
Map3k10,36
MYEOV2,1
NR0B1,433
PFKFB2,532
SENP8,180
Sin3a,11
Taf1b,36
CCDC82,36
CSN1S1,272
CSN3,36
CT45A1,55
DDA1,36
EIF2S2,1
TNRC18,11
VPRBP,1
SUN2,178
USP24,90
RUFY1,290
UGT1A1,1
COQ10B,8
BCKDHA,8
STOML2,8
TIMM8B,284
COX11,1
COX15,1
ATP2A1,320
ATP5J2,1
BANF1,1
CHMP4A,93
COX7A2,8
CYB5B,152
DPY19L1,336
GNAI1,30
HIST1H2AE,1
HIST1H2BA,20
HIST1H2BC,1
HIST1H2BD,1
HIST1H2BE,1
HIST1H2BF,1
HIST1H2BG,1
HIST1H2BI,1
KIF1A,104
LAMTOR3,8
MRPL15,38
MRPL50,38
MRPS14,1
MRPS21,1
MYL1,183
NDUFA5,8
NDUFS6,8
NDUFS8,8
NHP2,1
PRDX4,1
QPCTL,263
SAFB2,1
SLC25A11,1
SURF1,8
TOMM7,382
COX16,250
TTI2,285
COX20,540
C16orf91,540
GK,540
UQCC1,540
CHCHD4,1
COX7A2L,8
NDUFA6,8
NDUFC2,8
SUOX,554
CPD,1
UFSP2,319
CPEB2,265
ATG2A,265
ATP1B2,265
ATP6,265
C2CD2L,265
CAPN15,265
ERI3,265
GABBR1,265
GPX7,265
NECAB2,35
PIGS,265
SEMA4B,265
CPEB3,580
Capn2,580
CPEB4,65
NDST1,65
CPNE8,1
GIN1,1
PPIL1,1
TBC1D2,1
ZBTB8B,1
BRINP1,1
ERGIC3,4
ZNF766,1
BNA1,8
HCCS,8
PGI1,83
LOC101060521,190
POLR3E,190
POLR3F,190
POLR3K,190
ZMIZ2,190
CRTC1,188
FAM192A,92
FHL3,113
FHL5,85
HDAC8,1
HIPK3,81
HIST1H2BJ,1
HMGA2,1
MTF2,142
NFATC2,21
NFIC,12
NFIL3,92
NFIX,418
NR5A2,5
RECQL,234
RFX3,11
RGS13,72
RNF111,9
TRIM22,13
TSSK4,92
ZMYM2,247
ZNF35,92
ZNF436,131
ZNF451,174
ZNF92,64
CREB3L2,411
GULP1,411
RGS16,30
CREB3L4,525
LRRC4C,525
NFE2L1,11
TTC23,482
CREG1,1
CRIPT,268
C1orf123,268
DLG4,268
ALS2CR12,42
ANKZF1,286
ASB9,1
ASCL4,27
AVIL,479
BEX5,2
C10orf12,1
C4orf17,2
C6orf141,452
CASS4,2
CHTF18,1
CNDP2,343
DOCK1,421
DPPA4,1
ELK3,27
EPHB3,2
EPYC,2
EYA3,345
FAM154A,104
FGFR1,2
GAB2,15
GABPB2,245
GAREM,2
HABP4,399
HSH2D,18
IFT140,2
KCTD17,228
KLHL20,58
KRT12,2
KRT24,1
KRT4,231
KRT76,2
LHX8,113
MAP4K1,2
MAP4K5,534
MAPK4,6
MNDA,2
MPDZ,73
MPG,1
MRPL48,1
MYLIP,9
MYOZ2,51
OFCC1,2
PIK3C2B,1
PTPN4,236
SEMA4D,14
SERPINB6,2
SETD9,14
SOCS1,2
SOS2,2
STAT4,127
TDG,39
TM4SF19,2
TWIST2,27
USP53,1
xpo1,2
ZNF557,2
CROT,557
EIF2AK4,557
KLHDC4,557
VWA9,165
C11orf68,1
HEATR5A,294
HID1,1
PABPC4L,1
PLEKHA3,1
PLOD2,1
CSGALNACT2,178
ADPGK,173
B3GAT3,268
CHSY1,178
CLASP2,7
EMC3,55
EMC4,55
EXTL2,178
FAM213A,163
GOSR2,32
LMBRD1,178
MANEA,192
MANEAL,178
MCOLN1,178
NADSYN1,178
NDUFB3,8
NDUFB9,8
P2RX4,178
PRAF2,95
SLC30A5,178
SLC30A6,4
SULF2,178
SUN1,352
TMTC4,178
TPST2,285
TRIM59,178
UGT8,173
ADAP1,205
AGR2,56
EIF3J,1
EPM2AIP1,1
ERF,22
FAM83G,12
IMPA1,410
LRP5,350
MT1X,70
MZT2A,199
MZT2B,199
OPA1,1
PHF6,1
PHLPP1,94
PPP1R14A,128
RAB18,72
RCC1,1
SHQ1,1
smo,1
SNX22,70
SNX24,19
SYT9,1
TOM20,1
TTC27,1
ZDBF2,234
ZNF618,1
CSNK1G1,128
CEP76,1
FAM219A,493
MKRN1,88
RUNDC3B,128
DBNDD2,128
GINS1,128
ANKRD13D,128
UBXN7,1
ALKBH5,74
APOE,476
ARL6IP4,1
AT3G03773,1
ATG32,1
AUTS2,22
BRWD3,1
CAD1,1
CARD9,35
CDC34,1
CLNS1A,1
CREB3L3,482
Csnk2b,13
DGK1,1
DHX16,1
DNAJB2,223
Dnm1l,1
DTD1,293
EFCAB14,564
esc,1
EXOSC9,132
FBRS,22
FBRSL1,22
FBXO28,321
FCP1,1
FGF1,20
FGF2,1
GABRR1,1
GCH1,128
Hand1,1
HIRIP3,1
HSP82,18
IFRD1,1
IRF2,221
KLF1,23
LSM14A,1
MAF1,1
MAGEA11,5
MDFIC,194
MGMT,1
MME,1
MPHOSPH10,1
NAP1,1
NMD3,1
NRF1,281
NXF1,1
PAX7,1
PDCD4,1
PIP4K2A,37
PPP1R1B,208
PURB,1
RBM33,167
RIOK1,1
RIOK2,1
Rnf111,12
RPRD2,1
RRP9,327
SAP30BP,227
SCNN1A,320
SGT1,216
SIC1,1
SLC4A1AP,319
SNCAIP,484
SPATS2L,1
SPI1,350
SPIB,118
Sptan1,7
SUPT4H1,447
THOC5,1
TNP1,5
TSPY1,1
USP48,1
VAMP4,32
WDR44,384
WDR55,1
XKRY,1
XRCC4,101
ZC3H8,460
Zfp574,1
CSTF2T,544
P3H1,16
SYMPK,544
TRB,1
CTDSPL2,1
ATP5E,8
KLF16,1
DMD,73
PRMT3,1
ZGPAT,145
DCTPP1,1
PAPSS1,1
PUS7,1
CTSC,208
ARMC9,366
CD81,1
CTSV,187
CTSL,187
HLA-DPB1,28
ABCA10,1
AK9,390
BAG4,149
BPLF1,1
CDY2A,1
CDY2B,1
CLCN1,101
DCAF12,14
DCAF12L2,413
DCAF15,94
DCAF4L1,1
DCAF5,1
DCAF8,1
DCST1,6
DCUN1D1,1
DET1,36
FBXW5,370
GNB3,30
HIST1H2AG,160
HIST1H2AI,1
HIST1H2AJ,1
HIST1H2AK,101
HIST1H2AL,1
HIST1H2AM,1
HSPA7,428
IGHV3OR15-7,1
KRT75,1
LOC285556,29
LRWD1,142
NXPH3,263
ORF64,1
OTULIN,114
PHIP,1
POC1B,1
PWP1,1
QPCT,1
RPL7AP27,1
SH3RF2,1
SYNM,2
TLE2,221
TRPC4AP,1
TUBB1,292
UVRAG,232
vpr,1
WDR5B,247
WDTC1,1
WSB1,9
WSB2,1
XXYLT1,90
ZNF407,286
ZNF525,1
FAM32A,59
FAM50A,1
FRG1,74
CXCL11,551
CXCR4,4
CCR5,4
CD4,1
CXCL12,235
MTSS1,217
RNF113A,1
USP14,10
CXXC4,1
ACAP2,12
ACO1,200
ALOX12B,66
ARHGAP31,1
ATAT1,1
C11orf84,74
C1orf27,319
C1orf68,1
CAMK2A,291
CCDC170,1
CCDC87,2
CCSER1,60
CDSN,51
CFAP44,90
COL6A5,1
CPA4,66
DHCR7,1
DOCK10,1
E2F7,452
EIF3K,1
EIF4E,1
ENO3,1
FYCO1,295
GSDMA,66
HAL,66
HDX,476
HSP90AA2P,1
IGHG1,45
IGKV2D-24,1
IGKV2D-29,1
KCTD2,228
KCTD5,228
KRBA2,1
KRT25,1
KRT27,1
KRT34,324
KRT71,1
KRT72,28
MGEA5,203
MIB2,148
MICU3,223
MOB1B,79
MRPL1,38
MRPL11,38
MRPL13,38
MRPL17,38
MRPL2,38
MRPL21,38
MRPL3,38
MRPL37,38
MRPL43,8
MRPL46,38
MRPL47,38
MRPS18A,1
MRPS30,38
MTHFD1L,1
MTMR14,241
MUCL1,67
MYH13,440
NAMPTP1,1
NCCRP1,66
NOX4,1
PABPC1L,1
PDE6H,1
PFKFB3,14
PPM1A,57
RAB3D,1
RARRES3,13
RPS29,1
RPS4Y1,1
SDC4,31
SFXN3,1
SHARPIN,13
Spata2,1
SPATA2L,1
SPIN3,14
SRP14,1
SSSCA1,1
STK38L,1
TAB3,13
TGM1,66
TGM3,1
TIMM21,8
TMEM33,1
TRAIP,9
TRPA1,1
UBBP4,1
WARS,1
CYSTM1,8
IER3IP1,30
NDUFB11,8
UQCR10,8
ADORA2A,230
ARL4D,230
Ipcef1,230
