VMT_0042	KSHV	kshv-miR-k12-1
VMT_0043	EBV	ebv-miR-bart14
VMT_0044	EBV	ebv-miR-bart2-5p
VMT_0045	EBV	ebv-miR-bart6-5p
VMT_0046	EBV	ebv-miR-bart3
VMT_0047	EBV	ebv-miR-bart7
VMT_0048	EBV	ebv-miR-bart17-3p
VMT_0049	EBV	ebv-miR-bart2-5p
VMT_0050	EBV	ebv-miR-bart19-5p
VMT_0051	KSHV	kshv-miR-k12-11
VMT_0052	EBV	ebv-miR-bart2-5p
VMT_0053	KSHV	kshv-miR-k12-7
VMT_0054	EBV	ebv-miR-bart5
VMT_0055	KSHV	kshv-miR-k12-4-3p
VMT_0056	EBV	ebv-miR-bart7
VMT_0057	EBV	ebv-miR-bart20-3p
VMT_0058	KSHV	kshv-miR-k12-6-3p
VMT_0059	EBV	ebv-miR-bart19-3p
VMT_0060	EBV	ebv-miR-bart20-3p
VMT_0061	ILTV	iltv-miR-i5
VMT_0062	KSHV	kshv-miR-k12-11
VMT_0063	KSHV	kshv-miR-k12-4-3p
VMT_0064	EBV	ebv-miR-bart19-3p
VMT_0065	EBV	ebv-miR-bart19-3p
VMT_0066	KSHV	kshv-miR-k12-10a
VMT_0067	EBV	ebv-miR-bart7
VMT_0068	EBV	ebv-miR-bart19-3p
VMT_0069	EBV	ebv-miR-bart20-3p
VMT_0070	EBV	ebv-miR-bart18-5p
VMT_0071	KSHV	kshv-miR-k12-11
VMT_0072	EBV	ebv-miR-bart20-3p
VMT_0073	KSHV	kshv-miR-k12-11
VMT_0074	EBV	ebv-miR-bart1-3p
VMT_0075	EBV	ebv-miR-bart22
VMT_0076	EBV	ebv-miR-bart15
VMT_0077	EBV	ebv-miR-bart13
VMT_0078	EBV	ebv-miR-bart13
VMT_0079	KSHV	kshv-miR-k12-11
VMT_0080	EBV	ebv-miR-bart17-5p
VMT_0081	EBV	ebv-miR-bart22
VMT_0082	EBV	ebv-miR-bart8*
VMT_0083	KSHV	kshv-miR-k12-2
VMT_0084	EBV	ebv-miR-bart8*
VMT_0085	KSHV	kshv-miR-k12-4-3p
VMT_0086	EBV	ebv-miR-bart7
VMT_0087	EBV	ebv-miR-bart3*
VMT_0088	KSHV	kshv-miR-k12-5
VMT_0089	EBV	ebv-miR-bart1-5p
VMT_0090	KSHV	kshv-miR-k12-1
VMT_0091	EBV	ebv-miR-bart6-3p
VMT_0092	KSHV	kshv-miR-k12-11
VMT_0093	EBV	ebv-miR-bart7
VMT_0094	EBV	ebv-miR-bart5
VMT_0095	EBV	ebv-miR-bart5
VMT_0096	KSHV	kshv-miR-k12-4-3p
VMT_0097	KSHV	kshv-miR-k12-11*
VMT_0098	EBV	ebv-miR-bart8*
VMT_0099	KSHV	kshv-miR-k12-7
VMT_0100	KSHV	kshv-miR-k12-1
VMT_0101	EBV	ebv-miR-bart3*
VMT_0102	EBV	ebv-miR-bart15
VMT_0103	EBV	ebv-miR-bart12
VMT_0104	KSHV	kshv-miR-k12-5
VMT_0105	KSHV	kshv-miR-k12-5
VMT_0106	EBV	ebv-miR-bart20-3p
VMT_0107	EBV	ebv-miR-bart2-5p
VMT_0108	EBV	ebv-miR-bart4
VMT_0109	EBV	ebv-miR-bart15
VMT_0110	EBV	ebv-miR-bart17-5p
VMT_0111	KSHV	kshv-miR-k12-10a
VMT_0112	EBV	ebv-miR-bart19-3p
VMT_0113	KSHV	kshv-miR-k12-6-5p
VMT_0114	EBV	ebv-miR-bart2-5p
VMT_0115	EBV	ebv-miR-bart20-3p
VMT_0116	EBV	ebv-miR-bart19-3p
VMT_0117	EBV	ebv-miR-bart20-3p
VMT_0118	EBV	ebv-miR-bart2-5p
VMT_0119	EBV	ebv-miR-bart17-5p
VMT_0120	KSHV	kshv-miR-k12-6-3p
VMT_0121	EBV	ebv-miR-bart22
VMT_0122	EBV	ebv-miR-bart3
VMT_0123	KSHV	kshv-miR-k12-1
VMT_0124	EBV	ebv-miR-bart9
VMT_0125	KSHV	kshv-miR-k12-10a
VMT_0126	EBV	ebv-miR-bart6-5p
VMT_0127	KSHV	kshv-miR-k12-7
VMT_0128	EBV	ebv-miR-bart21-3p
VMT_0129	KSHV	kshv-miR-k12-10b
VMT_0130	EBV	ebv-miR-bart6-5p
VMT_0131	EBV	ebv-miR-bhrf1-2*
VMT_0132	EBV	ebv-miR-bart6-5p
VMT_0133	KSHV	kshv-miR-k12-2
VMT_0134	EBV	ebv-miR-bart1-5p
VMT_0135	EBV	ebv-miR-bart19-3p
VMT_0136	KSHV	kshv-miR-k12-10a
VMT_0137	KSHV	kshv-miR-k12-6-3p
VMT_0138	KSHV	kshv-miR-k12-10a
VMT_0139	EBV	ebv-miR-bart4
VMT_0140	KSHV	kshv-miR-k12-5
VMT_0141	EBV	ebv-miR-bart19-3p
VMT_0142	EBV	ebv-miR-bart22
VMT_0143	EBV	ebv-miR-bart1-5p
VMT_0144	EBV	ebv-miR-bart14
VMT_0145	EBV	ebv-miR-bart22
VMT_0146	KSHV	kshv-miR-k12-6-3p
VMT_0147	KSHV	kshv-miR-k12-12*
VMT_0148	KSHV	kshv-miR-k12-9
VMT_0149	KSHV	kshv-miR-k12-6-3p
VMT_0150	EBV	ebv-miR-bart4
VMT_0151	KSHV	kshv-miR-k12-9*
VMT_0152	EBV	ebv-miR-bart3
VMT_0153	KSHV	kshv-miR-k12-2
VMT_0154	EBV	ebv-miR-bart8
VMT_0155	KSHV	kshv-miR-k12-5
VMT_0156	EBV	ebv-miR-bart17-5p
VMT_0157	EBV	ebv-miR-bart21-3p
VMT_0158	KSHV	kshv-miR-k12-6-5p
VMT_0159	EBV	ebv-miR-bart17-5p
VMT_0160	KSHV	kshv-miR-k12-12*
VMT_0161	EBV	ebv-miR-bart6-5p
VMT_0162	EBV	ebv-miR-bart19-3p
VMT_0163	EBV	ebv-miR-bart9
VMT_0164	KSHV	kshv-miR-k12-5
VMT_0165	KSHV	kshv-miR-k12-10a
VMT_0166	EBV	ebv-miR-bart4
VMT_0167	KSHV	kshv-miR-k12-1
VMT_0168	KSHV	kshv-miR-k12-11*
VMT_0169	EBV	ebv-miR-bart18-3p
VMT_0170	KSHV	kshv-miR-k12-2
VMT_0171	KSHV	kshv-miR-k12-2
VMT_0172	EBV	ebv-miR-bart4
VMT_0173	KSHV	kshv-miR-k12-9
VMT_0174	EBV	ebv-miR-bart6-5p
VMT_0175	KSHV	kshv-miR-k12-6-5p
VMT_0176	KSHV	kshv-miR-k12-10a
VMT_0177	EBV	ebv-miR-bart8*
VMT_0178	EBV	ebv-miR-bart5
VMT_0179	EBV	ebv-miR-bart20-3p
VMT_0180	EBV	ebv-miR-bart19-3p
VMT_0181	EBV	ebv-miR-bart17-5p
VMT_0182	EBV	ebv-miR-bart8
VMT_0183	KSHV	kshv-miR-k12-7
VMT_0184	EBV	ebv-miR-bart19-3p
VMT_0185	KSHV	kshv-miR-k12-9
VMT_0186	EBV	ebv-miR-bart21-5p
VMT_0187	EBV	ebv-miR-bart19-3p
VMT_0188	EBV	ebv-miR-bart21-3p
VMT_0189	EBV	ebv-miR-bart6-3p
VMT_0190	EBV	ebv-miR-bart21-3p
VMT_0191	KSHV	kshv-miR-k12-6-5p
VMT_0192	EBV	ebv-miR-bart2-5p
VMT_0193	EBV	ebv-miR-bart1-5p
VMT_0194	EBV	ebv-miR-bart19-3p
VMT_0195	EBV	ebv-miR-bart17-3p
VMT_0196	EBV	ebv-miR-bart1-5p
VMT_0197	KSHV	kshv-miR-k12-7
VMT_0198	EBV	ebv-miR-bart9
VMT_0199	EBV	ebv-miR-bart1-3p
VMT_0200	EBV	ebv-miR-bart5
VMT_0201	KSHV	kshv-miR-k12-10b
VMT_0202	EBV	ebv-miR-bart17-5p
VMT_0203	EBV	ebv-miR-bart19-3p
VMT_0204	EBV	ebv-miR-bart6-3p
VMT_0205	EBV	ebv-miR-bart17-5p
VMT_0206	EBV	ebv-miR-bart9
VMT_0207	KSHV	kshv-miR-k12-6-3p
VMT_0208	EBV	ebv-miR-bart8*
VMT_0209	EBV	ebv-miR-bart1-3p
VMT_0210	KSHV	kshv-miR-k12-5
VMT_0211	EBV	ebv-miR-bart22
VMT_0212	EBV	ebv-miR-bart20-3p
VMT_0213	KSHV	kshv-miR-k12-11
VMT_0214	EBV	ebv-miR-bart19-3p
VMT_0215	EBV	ebv-miR-bart6-5p
VMT_0216	KSHV	kshv-miR-k12-10a
VMT_0217	KSHV	kshv-miR-k12-4-5p
VMT_0218	EBV	ebv-miR-bart2-5p
VMT_0219	EBV	ebv-miR-bart8
VMT_0220	KSHV	kshv-miR-k12-1
VMT_0221	KSHV	kshv-miR-k12-6-3p
VMT_0222	KSHV	kshv-miR-k12-3
VMT_0223	EBV	ebv-miR-bart2-5p
VMT_0224	KSHV	kshv-miR-k12-11*
VMT_0225	EBV	ebv-miR-bart18-3p
VMT_0226	EBV	ebv-miR-bart19-3p
VMT_0227	HCMV	hcmv-miR-ul36
VMT_0228	HCMV	hcmv-miR-ul112-1
VMT_0229	KSHV	kshv-miR-k12-5
VMT_0230	KSHV	kshv-miR-k12-6-3p
VMT_0231	EBV	ebv-miR-bart22
VMT_0232	EBV	ebv-miR-bart7
VMT_0233	EBV	ebv-miR-bart19-3p
VMT_0234	EBV	ebv-miR-bart19-3p
VMT_0235	EBV	ebv-miR-bart7
VMT_0236	EBV	ebv-miR-bart1-5p
VMT_0237	EBV	ebv-miR-bart14
VMT_0238	EBV	ebv-miR-bart11-5p
VMT_0239	KSHV	kshv-miR-k12-4-3p
VMT_0240	EBV	ebv-miR-bart5
VMT_0241	KSHV	kshv-miR-k12-8*
VMT_0242	EBV	ebv-miR-bart8*
VMT_0243	EBV	ebv-miR-bart4*
VMT_0244	EBV	ebv-miR-bart7
VMT_0245	KSHV	kshv-miR-k12-2
VMT_0246	EBV	ebv-miR-bart21-3p
VMT_0247	KSHV	kshv-miR-k12-3
VMT_0248	KSHV	kshv-miR-k12-7
VMT_0249	EBV	ebv-miR-bart22
VMT_0250	EBV	ebv-miR-bhrf1-2*
VMT_0251	EBV	ebv-miR-bart9*
VMT_0252	EBV	ebv-miR-bhrf1-1
VMT_0253	KSHV	kshv-miR-k12-4-3p
VMT_0254	EBV	ebv-miR-bart18-5p
VMT_0255	EBV	ebv-miR-bart16
VMT_0256	KSHV	kshv-miR-k12-3
VMT_0257	EBV	ebv-miR-bart19-3p
VMT_0258	EBV	ebv-miR-bart19-3p
VMT_0259	EBV	ebv-miR-bart10
VMT_0260	EBV	ebv-miR-bart15
VMT_0261	KSHV	kshv-miR-k12-6-3p
VMT_0262	EBV	ebv-miR-bart5
VMT_0263	EBV	ebv-miR-bart2-5p
VMT_0264	KSHV	kshv-miR-k12-9*
VMT_0265	KSHV	kshv-miR-k12-10b
VMT_0266	EBV	ebv-miR-bart19-3p
VMT_0267	EBV	ebv-miR-bart13
VMT_0268	KSHV	kshv-miR-k12-4-5p
VMT_0269	KSHV	kshv-miR-k12-6-3p
VMT_0270	EBV	ebv-miR-bart3
VMT_0271	KSHV	kshv-miR-k12-6-3p
VMT_0272	EBV	ebv-miR-bart21-3p
VMT_0273	KSHV	kshv-miR-k12-7
VMT_0274	EBV	ebv-miR-bart7
VMT_0275	EBV	ebv-miR-bart7
VMT_0276	EBV	ebv-miR-bart8*
VMT_0277	EBV	ebv-miR-bart14
VMT_0278	KSHV	kshv-miR-k12-4-3p
VMT_0279	EBV	ebv-miR-bart5
VMT_0280	KSHV	kshv-miR-k12-9
VMT_0281	KSHV	kshv-miR-k12-10a
VMT_0282	EBV	ebv-miR-bart17-5p
VMT_0283	KSHV	kshv-miR-k12-7
VMT_0284	EBV	ebv-miR-bart9
VMT_0285	KSHV	kshv-miR-k12-2
VMT_0286	EBV	ebv-miR-bart21-3p
VMT_0287	EBV	ebv-miR-bart5
VMT_0288	EBV	ebv-miR-bart7
VMT_0289	KSHV	kshv-miR-k12-10a
VMT_0290	KSHV	kshv-miR-k12-11
VMT_0291	KSHV	kshv-miR-k12-9
VMT_0292	KSHV	kshv-miR-k12-2
VMT_0293	EBV	ebv-miR-bart9*
VMT_0294	EBV	ebv-miR-bart6-3p
VMT_0295	EBV	ebv-miR-bart18-5p
VMT_0296	EBV	ebv-miR-bart2-5p
VMT_0297	EBV	ebv-miR-bart17-5p
VMT_0298	KSHV	kshv-miR-k12-5
VMT_0299	EBV	ebv-miR-bart22
VMT_0300	EBV	ebv-miR-bart19-3p
VMT_0301	EBV	ebv-miR-bart21-3p
VMT_0302	EBV	ebv-miR-bart5
VMT_0303	KSHV	kshv-miR-k12-10b
VMT_0304	EBV	ebv-miR-bart3
VMT_0305	KSHV	kshv-miR-k12-11
VMT_0306	EBV	ebv-miR-bart19-3p
VMT_0307	EBV	ebv-miR-bart5
VMT_0308	KSHV	kshv-miR-k12-3
VMT_0309	EBV	ebv-miR-bart7
VMT_0310	EBV	ebv-miR-bart3
VMT_0311	KSHV	kshv-miR-k12-6-3p
VMT_0312	KSHV	kshv-miR-k12-5
VMT_0313	EBV	ebv-miR-bart7
VMT_0314	EBV	ebv-miR-bart2-5p
VMT_0315	EBV	ebv-miR-bart5
VMT_0316	KSHV	kshv-miR-k12-10a
VMT_0317	EBV	ebv-miR-bart5
VMT_0318	EBV	ebv-miR-bart8*
VMT_0319	KSHV	kshv-miR-k12-5
VMT_0320	KSHV	kshv-miR-k12-4-3p
VMT_0321	KSHV	kshv-miR-k12-12*
VMT_0322	EBV	ebv-miR-bart4
VMT_0323	EBV	ebv-miR-bart22
VMT_0324	EBV	ebv-miR-bart20-3p
VMT_0325	KSHV	kshv-miR-k12-6-5p
VMT_0326	KSHV	kshv-miR-k12-10b
VMT_0327	EBV	ebv-miR-bart9
VMT_0328	EBV	ebv-miR-bart5
VMT_0329	EBV	ebv-miR-bart2-5p
VMT_0330	EBV	ebv-miR-bart14
VMT_0331	EBV	ebv-miR-bart19-3p
VMT_0332	KSHV	kshv-miR-k12-6-3p
VMT_0333	EBV	ebv-miR-bart7
VMT_0334	EBV	ebv-miR-bart19-3p
VMT_0335	KSHV	kshv-miR-k12-4-3p
VMT_0336	EBV	ebv-miR-bart19-3p
VMT_0337	EBV	ebv-miR-bhrf1-1
VMT_0338	EBV	ebv-miR-bart21-3p
VMT_0339	EBV	ebv-miR-bart7
VMT_0340	EBV	ebv-miR-bart19-3p
VMT_0341	KSHV	kshv-miR-k12-6-5p
VMT_0342	EBV	ebv-miR-bart19-3p
VMT_0343	EBV	ebv-miR-bart14
VMT_0344	KSHV	kshv-miR-k12-9
VMT_0345	KSHV	kshv-miR-k12-11*
VMT_0346	EBV	ebv-miR-bart6-5p
VMT_0347	EBV	ebv-miR-bhrf1-2*
VMT_0348	KSHV	kshv-miR-k12-9*
VMT_0349	KSHV	kshv-miR-k12-6-3p
VMT_0350	KSHV	kshv-miR-k12-5
VMT_0351	EBV	ebv-miR-bart1-3p
VMT_0352	KSHV	kshv-miR-k12-8*
VMT_0353	KSHV	kshv-miR-k12-6-5p
VMT_0354	EBV	ebv-miR-bart1-3p
VMT_0355	EBV	ebv-miR-bart19-3p
VMT_0356	KSHV	kshv-miR-k12-10b
VMT_0357	KSHV	kshv-miR-k12-7
VMT_0358	KSHV	kshv-miR-k12-10a
VMT_0359	EBV	ebv-miR-bart1-3p
VMT_0360	EBV	ebv-miR-bart9*
VMT_0361	EBV	ebv-miR-bhrf1-2
VMT_0362	EBV	ebv-miR-bart20-3p
VMT_0363	KSHV	kshv-miR-k12-5
VMT_0364	EBV	ebv-miR-bart21-5p
VMT_0365	KSHV	kshv-miR-k12-6-3p
VMT_0366	EBV	ebv-miR-bart17-5p
VMT_0367	EBV	ebv-miR-bart7
VMT_0368	EBV	ebv-miR-bart18-5p
VMT_0369	KSHV	kshv-miR-k12-2
VMT_0370	EBV	ebv-miR-bart6-5p
VMT_0371	EBV	ebv-miR-bart20-3p
VMT_0372	EBV	ebv-miR-bhrf1-1
VMT_0373	KSHV	kshv-miR-k12-9
VMT_0374	EBV	ebv-miR-bart3
VMT_0375	EBV	ebv-miR-bart17-5p
VMT_0376	EBV	ebv-miR-bart18-5p
VMT_0377	EBV	ebv-miR-bart19-3p
VMT_0378	KSHV	kshv-miR-k12-6-5p
VMT_0379	EBV	ebv-miR-bart7
VMT_0380	EBV	ebv-miR-bart21-3p
VMT_0381	KSHV	kshv-miR-k12-1*
VMT_0382	KSHV	kshv-miR-k12-5
VMT_0383	EBV	ebv-miR-bart2-5p
VMT_0384	EBV	ebv-miR-bart1-3p
VMT_0385	EBV	ebv-miR-bart6-5p
VMT_0386	KSHV	kshv-miR-k12-4-3p
VMT_0387	EBV	ebv-miR-bart22
VMT_0388	EBV	ebv-miR-bart1-3p
VMT_0389	EBV	ebv-miR-bart8*
VMT_0390	EBV	ebv-miR-bart7
VMT_0391	KSHV	kshv-miR-k12-4-5p
VMT_0392	EBV	ebv-miR-bart13
VMT_0393	EBV	ebv-miR-bart21-3p
VMT_0394	KSHV	kshv-miR-k12-6-5p
VMT_0395	EBV	ebv-miR-bart19-5p
VMT_0396	KSHV	kshv-miR-k12-6-5p
VMT_0397	EBV	ebv-miR-bart6-3p
VMT_0398	EBV	ebv-miR-bart7
VMT_0399	EBV	ebv-miR-bart19-3p
VMT_0400	KSHV	kshv-miR-k12-6-5p
VMT_0401	KSHV	kshv-miR-k12-1
VMT_0402	EBV	ebv-miR-bart3*
VMT_0403	EBV	ebv-miR-bart19-3p
VMT_0404	KSHV	kshv-miR-k12-5
VMT_0405	EBV	ebv-miR-bart6-3p
VMT_0406	EBV	ebv-miR-bart2-5p
VMT_0407	EBV	ebv-miR-bart1-5p
VMT_0408	KSHV	kshv-miR-k12-11
VMT_0409	EBV	ebv-miR-bart5
VMT_0410	KSHV	kshv-miR-k12-5
VMT_0411	KSHV	kshv-miR-k12-7
VMT_0412	KSHV	kshv-miR-k12-6-3p
VMT_0413	EBV	ebv-miR-bart16
VMT_0414	KSHV	kshv-miR-k12-10a
VMT_0415	EBV	ebv-miR-bart1-5p
VMT_0416	EBV	ebv-miR-bart15
VMT_0417	KSHV	kshv-miR-k12-3
VMT_0418	EBV	ebv-miR-bart4
VMT_0419	KSHV	kshv-miR-k12-2
VMT_0420	KSHV	kshv-miR-k12-7
VMT_0421	EBV	ebv-miR-bart19-3p
VMT_0422	EBV	ebv-miR-bart13*
VMT_0423	EBV	ebv-miR-bart3
VMT_0424	KSHV	kshv-miR-k12-1
VMT_0425	EBV	ebv-miR-bart3
VMT_0426	KSHV	kshv-miR-k12-11
VMT_0427	EBV	ebv-miR-bart13
VMT_0428	EBV	ebv-miR-bart6-5p
VMT_0429	EBV	ebv-miR-bart6-3p
VMT_0430	KSHV	kshv-miR-k12-6-3p
VMT_0431	EBV	ebv-miR-bart19-3p
VMT_0432	EBV	ebv-miR-bart17-5p
VMT_0433	EBV	ebv-miR-bart10*
VMT_0434	EBV	ebv-miR-bart1-3p
VMT_0435	KSHV	kshv-miR-k12-11
VMT_0436	EBV	ebv-miR-bart22
VMT_0437	KSHV	kshv-miR-k12-6-3p
VMT_0438	EBV	ebv-miR-bhrf1-1
VMT_0439	KSHV	kshv-miR-k12-1
VMT_0440	EBV	ebv-miR-bart3
VMT_0441	KSHV	kshv-miR-k12-7*
VMT_0442	KSHV	kshv-miR-k12-11
VMT_0443	EBV	ebv-miR-bart20-3p
VMT_0444	KSHV	kshv-miR-k12-1
VMT_0445	EBV	ebv-miR-bhrf1-2
VMT_0446	KSHV	kshv-miR-k12-10a
VMT_0447	EBV	ebv-miR-bart19-3p
VMT_0448	KSHV	kshv-miR-k12-5
VMT_0449	EBV	ebv-miR-bart22
VMT_0450	EBV	ebv-miR-bart20-3p
VMT_0451	EBV	ebv-miR-bart20-5p
VMT_0452	KSHV	kshv-miR-k12-1
VMT_0453	EBV	ebv-miR-bart15
VMT_0454	EBV	ebv-miR-bart20-3p
VMT_0455	EBV	ebv-miR-bart20-3p
VMT_0456	EBV	ebv-miR-bart3
VMT_0457	EBV	ebv-miR-bart14
VMT_0458	EBV	ebv-miR-bart5
VMT_0459	EBV	ebv-miR-bart7
VMT_0460	KSHV	kshv-miR-k12-7
VMT_0461	EBV	ebv-miR-bart19-3p
VMT_0462	EBV	ebv-miR-bart15
VMT_0463	EBV	ebv-miR-bart9*
VMT_0464	EBV	ebv-miR-bart3
VMT_0465	KSHV	kshv-miR-k12-4-5p
VMT_0466	EBV	ebv-miR-bart5
VMT_0467	KSHV	kshv-miR-k12-4-3p
VMT_0468	KSHV	kshv-miR-k12-10a
VMT_0469	EBV	ebv-miR-bart20-3p
VMT_0470	EBV	ebv-miR-bart19-3p
VMT_0471	KSHV	kshv-miR-k12-11*
VMT_0472	KSHV	kshv-miR-k12-1
VMT_0473	KSHV	kshv-miR-k12-9
VMT_0474	EBV	ebv-miR-bart3
VMT_0475	EBV	ebv-miR-bart21-3p
VMT_0476	EBV	ebv-miR-bart19-3p
VMT_0477	KSHV	kshv-miR-k12-7
VMT_0478	EBV	ebv-miR-bart1-3p
VMT_0479	KSHV	kshv-miR-k12-1
VMT_0480	EBV	ebv-miR-bart21-3p
VMT_0481	EBV	ebv-miR-bart14
VMT_0482	KSHV	kshv-miR-k12-4-3p
VMT_0483	EBV	ebv-miR-bart19-3p
VMT_0484	EBV	ebv-miR-bart8
VMT_0485	KSHV	kshv-miR-k12-9
VMT_0486	EBV	ebv-miR-bart6-3p
VMT_0487	EBV	ebv-miR-bart19-3p
VMT_0488	EBV	ebv-miR-bart7
VMT_0489	EBV	ebv-miR-bart5
VMT_0490	KSHV	kshv-miR-k12-8*
VMT_0491	EBV	ebv-miR-bart17-5p
VMT_0492	EBV	ebv-miR-bart19-3p
VMT_0493	KSHV	kshv-miR-k12-7
VMT_0494	EBV	ebv-miR-bart7
VMT_0495	EBV	ebv-miR-bhrf1-2*
VMT_0496	EBV	ebv-miR-bart7
VMT_0497	EBV	ebv-miR-bart22
VMT_0498	KSHV	kshv-miR-k12-1*
VMT_0499	EBV	ebv-miR-bart22
VMT_0500	EBV	ebv-miR-bart21-3p
VMT_0501	EBV	ebv-miR-bart8*
VMT_0502	EBV	ebv-miR-bart22
VMT_0503	KSHV	kshv-miR-k12-4-5p
VMT_0504	EBV	ebv-miR-bart6-5p
VMT_0505	KSHV	kshv-miR-k12-4-5p
VMT_0506	EBV	ebv-miR-bart9
VMT_0507	KSHV	kshv-miR-k12-5
VMT_0508	EBV	ebv-miR-bart19-3p
VMT_0509	KSHV	kshv-miR-k12-11
VMT_0510	KSHV	kshv-miR-k12-4-3p
VMT_0511	EBV	ebv-miR-bart10
VMT_0512	KSHV	kshv-miR-k12-7
VMT_0513	EBV	ebv-miR-bart8
VMT_0514	EBV	ebv-miR-bart22
VMT_0515	EBV	ebv-miR-bart12
VMT_0516	KSHV	kshv-miR-k12-5
VMT_0517	EBV	ebv-miR-bart20-3p
VMT_0518	KSHV	kshv-miR-k12-10a
VMT_0519	KSHV	kshv-miR-k12-2
VMT_0520	EBV	ebv-miR-bart15
VMT_0521	EBV	ebv-miR-bart17-3p
VMT_0522	EBV	ebv-miR-bart9
VMT_0523	KSHV	kshv-miR-k12-11
VMT_0524	EBV	ebv-miR-bart19-3p
VMT_0525	KSHV	kshv-miR-k12-6-5p
VMT_0526	EBV	ebv-miR-bart7
VMT_0527	EBV	ebv-miR-bart1-3p
VMT_0528	EBV	ebv-miR-bart7
VMT_0529	KSHV	kshv-miR-k12-6-3p
VMT_0530	EBV	ebv-miR-bart19-3p
VMT_0531	KSHV	kshv-miR-k12-9
VMT_0532	EBV	ebv-miR-bart19-3p
VMT_0533	EBV	ebv-miR-bart17-5p
VMT_0534	EBV	ebv-miR-bart14*
VMT_0535	EBV	ebv-miR-bart1-5p
VMT_0536	EBV	ebv-miR-bhrf1-2
VMT_0537	EBV	ebv-miR-bhrf1-3
VMT_0538	EBV	ebv-miR-bart21-3p
VMT_0539	EBV	ebv-miR-bart19-3p
VMT_0540	KSHV	kshv-miR-k12-6-5p
VMT_0541	EBV	ebv-miR-bart21-3p
VMT_0542	EBV	ebv-miR-bart4
VMT_0543	KSHV	kshv-miR-k12-6-3p
VMT_0544	EBV	ebv-miR-bart22
VMT_0545	KSHV	kshv-miR-k12-2
VMT_0546	EBV	ebv-miR-bart20-5p
VMT_0547	KSHV	kshv-miR-k12-2
VMT_0548	KSHV	kshv-miR-k12-10a
VMT_0549	KSHV	kshv-miR-k12-7
VMT_0550	EBV	ebv-miR-bart5
VMT_0551	EBV	ebv-miR-bart14
VMT_0552	EBV	ebv-miR-bart13
VMT_0553	KSHV	kshv-miR-k12-4-3p
VMT_0554	EBV	ebv-miR-bart22
VMT_0555	KSHV	kshv-miR-k12-2*
VMT_0556	EBV	ebv-miR-bart3
VMT_0557	EBV	ebv-miR-bart15
VMT_0558	KSHV	kshv-miR-k12-10a
VMT_0559	KSHV	kshv-miR-k12-9*
VMT_0560	EBV	ebv-miR-bart8*
VMT_0561	KSHV	kshv-miR-k12-11
VMT_0562	EBV	ebv-miR-bart5
VMT_0563	KSHV	kshv-miR-k12-11
VMT_0564	EBV	ebv-miR-bart6-5p
VMT_0565	KSHV	kshv-miR-k12-6-3p
VMT_0566	EBV	ebv-miR-bart17-5p
VMT_0567	EBV	ebv-miR-bart1-3p
VMT_0568	EBV	ebv-miR-bart13
VMT_0569	KSHV	kshv-miR-k12-6-3p
VMT_0570	KSHV	kshv-miR-k12-10a
VMT_0571	KSHV	kshv-miR-k12-5
VMT_0572	EBV	ebv-miR-bart19-3p
VMT_0573	EBV	ebv-miR-bart10
VMT_0574	EBV	ebv-miR-bart8
VMT_0575	EBV	ebv-miR-bart2-5p
VMT_0576	KSHV	kshv-miR-k12-3
VMT_0577	EBV	ebv-miR-bart1-5p
