ABI2,CCDC102B
ABI2,CCDC36
ABI2,CCDC53
ABI2,CCHCR1
ABI2,CEP44
ABI2,CYFIP1
ABI2,CYFIP2
ABI2,DTNB
ABI2,EFS
ABI2,EGLN3
ABI2,ENAH
ABI2,EXOC7
ABI2,GCC1
ABI2,GRN
ABI2,IFT20
ABI2,KIAA1217
ABI2,KIAA1522
ABI2,KRT20
ABI2,MBP
ABI2,MRFAP1L1
ABI2,MRPL44
ABI2,NCKAP1
ABI2,NCKAP1L
ABI2,NHSL1
ABI2,NUP62
ABI2,OBSL1
ABI2,PCMT1
ABI2,PRAM1
ABI2,PRR16
ABI2,RAPH1
ABI2,RGPD5
ABI2,SASS6
ABI2,STAM2
ABI2,TFIP11
ABI2,TNIP1
ABI2,TRIM32
ABI2,UBR3
ABI2,VARS2
ABI2,WASF1
ABI2,WASF2
ABI2,WASF3
ABI2,WASL
ABL1,ABI1
ABL1,ABI2
ABL1,ABL2
ABL1,ANAPC15
ABL1,AP2A1
ABL1,AP2B1
ABL1,AP2M1
ABL1,ATM
ABL1,ATR
ABL1,BAG1
ABL1,BCAR1
ABL1,BCL2L1
ABL1,BCR
ABL1,BMP2K
ABL1,BRCA1
ABL1,CASP9
ABL1,CAT
ABL1,CBL
ABL1,CBLB
ABL1,CCND2
ABL1,CDKN1A
ABL1,CDKN1B
ABL1,Cdon
ABL1,CDON
ABL1,CKAP4
ABL1,Creb1
ABL1,CREB1
ABL1,CRK
ABL1,CRKL
ABL1,CTNNB1
ABL1,Ddb1
ABL1,DDX5
ABL1,DOK1
ABL1,DOK2
ABL1,DRG1
ABL1,DVL2
ABL1,EEF1G
ABL1,EGFR
ABL1,EIF2A
ABL1,EMD
ABL1,EPHA3
ABL1,EPHB2
ABL1,EPS15
ABL1,ERBB2
ABL1,ERBB3
ABL1,ERBB4
ABL1,EVL
ABL1,EWSR1
ABL1,FOS
ABL1,FUS
ABL1,GPX1
ABL1,GRB10
ABL1,GRB2
ABL1,HCK
ABL1,HIPK2
ABL1,HNRNPM
ABL1,HSP90AA1
ABL1,HSPA4
ABL1,HSPD1
ABL1,HSPE1
ABL1,HUWE1
ABL1,ILF3
ABL1,INPPL1
ABL1,Jak1
ABL1,JAK1
ABL1,JUN
ABL1,LARS
ABL1,LATS2
ABL1,LRRC59
ABL1,MAPT
ABL1,MAVS
ABL1,MBP
ABL1,MDM2
ABL1,MDM4
ABL1,MICAL1
ABL1,Msh5
ABL1,MSH5
ABL1,MTOR
ABL1,MUC1
ABL1,NAA25
ABL1,NARS
ABL1,NCK1
ABL1,NCOA3
ABL1,NEDD9
ABL1,NFKBIA
ABL1,NTRK1
ABL1,PAG1
ABL1,PAK4
ABL1,PARK2
ABL1,PCNA
ABL1,PDE4D
ABL1,PDGFRB
ABL1,PFDN4
ABL1,PIK3R1
ABL1,PIK3R2
ABL1,PLCG1
ABL1,PLEKHA4
ABL1,PPM1B
ABL1,PRDX1
ABL1,PRKCZ
ABL1,PRKDC
ABL1,PSMA4
ABL1,PSMA7
ABL1,PTGES3
ABL1,PTPN6
ABL1,RAD51
ABL1,RAD9A
ABL1,RAPGEF1
ABL1,RB1
ABL1,REPS1
ABL1,RFX1
ABL1,RPL37
ABL1,RPLP1
ABL1,RPS21
ABL1,RPS6KB1
ABL1,RYBP
ABL1,SHB
ABL1,SHC1
ABL1,SHD
ABL1,SHE
ABL1,SORBS1
ABL1,SORBS2
ABL1,SPAG9
ABL1,SPRR2A
ABL1,SPTA1
ABL1,SPTAN1
ABL1,SRC
ABL1,STK4
ABL1,STON2
ABL1,STUB1
ABL1,SUB1
ABL1,TERF1
ABL1,TMPO
ABL1,TOPBP1
ABL1,TP53
ABL1,TP73
ABL1,TUB
ABL1,UBASH3B
ABL1,USP7
ABL1,VAV1
ABL1,WASF1
ABL1,WRNIP1
ABL1,XRCC6
ABL1,YAP1
ABL1,YWHAB
ABL1,YWHAE
ABL1,YWHAG
ABL1,YWHAH
ABL1,YWHAQ
ABL1,YWHAZ
ABL1,ZDHHC16
ABL2,ABL1
ABL2,C15orf48
ABL2,CAT
ABL2,CRK
ABL2,ERBB2
ABL2,ERBB4
ABL2,FBXO38
ABL2,GPX1
ABL2,GRB2
ABL2,HCK
ABL2,HRAS
ABL2,MDM2
ABL2,OIP5
ABL2,PDGFRB
ABL2,PIK3R3
ABL2,PSMA7
ABL2,RIN1
ABL2,SORBS2
ABL2,TPD52L1
ABL2,TRIP10
ABT1,CCDC136
ABT1,CDCA7L
ABT1,CEP70
ABT1,FAM9B
ABT1,LZTS2
ABT1,SYNE4
ABTB2,CUL3
ABTB2,DNTT
ABTB2,EEF1A1
ABTB2,RBX1
ACADM,ATP1A1
ACADM,ATP5C1
ACADM,ATP6V1A
ACADM,CAND1
ACADM,CANX
ACADM,DDOST
ACADM,DDX39B
ACADM,ETFA
ACADM,GFPT1
ACADM,GFPT2
ACADM,HIBCH
ACADM,IDH3A
ACADM,PPP2R1B
ACADM,PRKCSH
ACADM,PSMC2
ACADM,RPN1
ACADM,STRAP
ACADM,SUCLA2
ACADM,UQCRC2
ACADM,VDAC1
ACADM,VDAC2
ACBD3,DUS3L
ACBD3,EFTUD2
ACBD3,HARS
ACBD3,RPUSD2
ACBD3,SARS
ACBD3,SNF8
ACBD3,TBCD
ACBD3,UNC45A
ACBD3,VPS36
ACBD3,WDR12
ACKR3,ATP5A1
ACKR3,ATP5B
ACKR3,ATP5D
ACKR3,ATP5H
ACKR3,ATP5O
ACKR3,ESPL1
ACKR3,HECTD2
ACKR3,MRPL4
ACKR3,UBR7
ACLY,APP
ACLY,CS
ACLY,CUL3
ACLY,EIF4A1
ACLY,HNRNPH1
ACLY,HNRNPK
ACLY,HSPA8
ACLY,KLHL25
ACLY,MAGED2
ACLY,MCM2
ACLY,MCM6
ACLY,MCM7
ACLY,NAPRT
ACLY,NCL
ACLY,NME2
ACLY,NUP210L
ACLY,RPE
ACLY,RPS3
ACLY,SDHA
ACLY,SDHB
ACLY,SEC16A
ACLY,SIRT2
ACLY,STIP1
ACLY,TUBB
ACLY,TUBB3
ACLY,UBR4
ACOX1,CAT
ACOX1,COX6B1
ACOX1,ECI1
ACOX1,GRHPR
ACOX1,M6PR
ACOX1,MRPL12
ACOX1,NUP62
ACOX1,PALLD
ACOX1,PEX5
ACOX1,PPWD1
ACOX1,TMED9
ACOX3,CENPH
ACOX3,HAUS7
ACOX3,HERC3
ACOX3,YTHDF1
ACP1,ABRACL
ACP1,ACTB
ACP1,ACTBL2
ACP1,DNAJC13
ACP1,EFS
ACP1,EPHA2
ACP1,FAM193B
ACP1,FNBP1L
ACP1,GADD45GIP1
ACP1,INSR
ACP1,MRPL20
ACP1,PCBP1
ACP1,PITPNA
ACP1,POTEE
ACP1,PPIL3
ACP1,RPL12
ACP1,SFMBT1
ACP1,TALDO1
ACP1,ZBTB43
ACSL3,ACSL4
ACSL3,APP
ACSL3,LYN
ACSL3,MTHFD1
ACSL3,WDR19
ACSL3,YES1
ACSL4,ABCG1
ACSL4,ACSL3
ACSL4,APP
ACSL4,BRF1
ACSL4,DSE
ACSL4,EDEM1
ACSL4,HTATIP2
ACSL4,MRPS15
ACSL4,RAB5A
ACSL4,SLC1A5
ACSL4,TJAP1
ACTL6A,ARID1A
ACTL6A,ARID1B
ACTL6A,ARL2
ACTL6A,CCT2
ACTL6A,CCT3
ACTL6A,CCT4
ACTL6A,CCT6A
ACTL6A,CCT6B
ACTL6A,CCT7
ACTL6A,CYB5R3
ACTL6A,DDRGK1
ACTL6A,DMAP1
ACTL6A,EIF4G2
ACTL6A,EP400
ACTL6A,ETF1
ACTL6A,EWSR1
ACTL6A,FEN1
ACTL6A,FLII
ACTL6A,HDGFRP2
ACTL6A,HDLBP
ACTL6A,HINT1
ACTL6A,KAT2A
ACTL6A,KAT5
ACTL6A,LEO1
ACTL6A,MAP2K2
ACTL6A,MAX
ACTL6A,METAP2
ACTL6A,MRPL22
ACTL6A,MRPS11
ACTL6A,MTDH
ACTL6A,MYCL
ACTL6A,PDCL
ACTL6A,RAB14
ACTL6A,RAB1B
ACTL6A,RAP1BL
ACTL6A,RIC8B
ACTL6A,RPRD1B
ACTL6A,RUVBL1
ACTL6A,RUVBL2
ACTL6A,SF1
ACTL6A,SF3A1
ACTL6A,SMARCA2
ACTL6A,SMARCA4
ACTL6A,SMARCC1
ACTL6A,SMARCC2
ACTL6A,SMARCE1
ACTL6A,SNAPC1
ACTL6A,TBL1XR1
ACTL6A,TCP1
ACTL6A,TP53
ACTL6A,TRRAP
ACTL6A,TSFM
ACTL6A,UBA2
ACTL6A,UCHL5
ACTL6A,USO1
ACTL6A,VPS72
ACTL6A,YY1
ACTR1A,ACTR10
ACTR1A,DCTN1
ACTR1A,DCTN2
ACTR1A,DCTN5
ACTR1A,LMNB1
ACTR1A,MCM7
ACTR1A,MYCBP
ACTR1A,MYH9
ACTR1A,NUMA1
ACTR1A,NUP133
ACTR1A,PACSIN3
ACTR1A,POLR2D
ACTR1A,PSMC4
ACTR1A,PSMD1
ACTR1A,RRS1
ACTR1B,ACTR10
ACTR1B,ACTR1A
ACTR1B,APP
ACTR1B,CAPZB
ACTR1B,CCT2
ACTR1B,CCT3
ACTR1B,CCT4
ACTR1B,CCT6A
ACTR1B,CCT6B
ACTR1B,CCT7
ACTR1B,CYFIP1
ACTR1B,DCTN1
ACTR1B,DCTN2
ACTR1B,DCTN3
ACTR1B,DCTN4
ACTR1B,DCTN5
ACTR1B,DCTN6
ACTR1B,GSN
ACTR1B,KDM2A
ACTR1B,LMNB1
ACTR1B,PACSIN3
ACTR1B,PDCL3
ACTR1B,RABEP1
ACTR1B,SCCPDH
ACTR1B,SCIN
ACTR1B,SCYL1
ACTR1B,SEH1L
ACTR2,ACTR3
ACTR2,ALAD
ACTR2,ARPC1A
ACTR2,ARPC1B
ACTR2,ARPC2
ACTR2,ARPC3
ACTR2,ARPC4
ACTR2,ARPC4-TTLL3
ACTR2,ARPC5
ACTR2,ARPC5L
ACTR2,BASP1
ACTR2,CALU
ACTR2,CAPZA2
ACTR2,CCT2
ACTR2,CCT3
ACTR2,CCT4
ACTR2,CCT5
ACTR2,CCT6A
ACTR2,CCT7
ACTR2,CCT8
ACTR2,CFL1
ACTR2,CHURC1
ACTR2,CLTA
ACTR2,CLTB
ACTR2,COBL
ACTR2,CORO1B
ACTR2,CORO1C
ACTR2,CRTAP
ACTR2,CTTN
ACTR2,CYBRD1
ACTR2,DAB2
ACTR2,DBN1
ACTR2,DSG2
ACTR2,ELF5
ACTR2,FAM98B
ACTR2,FUBP1
ACTR2,GPRC5A
ACTR2,GRPEL1
ACTR2,GSN
ACTR2,HIST1H2AB
ACTR2,HSPBP1
ACTR2,INF2
ACTR2,ITPR3
ACTR2,KIAA1279
ACTR2,LIMA1
ACTR2,LUZP1
ACTR2,METTL1
ACTR2,METTL3
ACTR2,MISP
ACTR2,MYO6
ACTR2,NIF3L1
ACTR2,NSUN2
ACTR2,OGT
ACTR2,PANK4
ACTR2,PDCL3
ACTR2,PPME1
ACTR2,PPP1R12A
ACTR2,PRKACB
ACTR2,RANGAP1
ACTR2,RBM27
ACTR2,RPA1
ACTR2,RPRD1A
ACTR2,RPRD1B
ACTR2,SH3GL1
ACTR2,SH3GLB1
ACTR2,SPECC1
ACTR2,SRP9
ACTR2,SURF2
ACTR2,SVIL
ACTR2,TCP1
ACTR2,TOM1L1
ACTR2,TP53RK
ACTR2,TPD52L2
ACTR2,TPRKB
ACTR2,UBE2N
ACTR2,UFM1
ACTR2,WDR4
ACTR2,ZPR1
ACTR3,ACTR2
ACTR3,ARHGAP17
ACTR3,ARPC1B
ACTR3,ARPC2
ACTR3,ARPC3
ACTR3,ARPC4
ACTR3,ARPC5
ACTR3,ARPC5L
ACTR3,CALU
ACTR3,CCT2
ACTR3,CCT3
ACTR3,CCT4
ACTR3,CCT6A
ACTR3,CCT7
ACTR3,COG3
ACTR3,CORO1B
ACTR3,CST1
ACTR3,CST4
ACTR3,CTTN
ACTR3,FUBP1
ACTR3,KIAA1279
ACTR3,METTL1
ACTR3,NIF3L1
ACTR3,NSUN2
ACTR3,PRKACB
ACTR3,RANGAP1
ACTR3,RPA1
ACTR3,RPRD1B
ACTR3,SH3GLB1
ACTR3,STXBP1
ACTR3,TP53RK
ACTR3,TPD52L2
ACTR3,TPRKB
ACTR3,UGGT1
ACTR3,ZPR1
ACVR2A,ACVR1
ACVR2A,BMP10
ACVR2A,BMP4
ACVR2A,BMP6
ACVR2A,BMPR2
ACVR2A,DAXX
ACVR2A,GDF2
ACVR2A,GDF5
ACVR2A,IGSF1
ACVR2A,INHA
ACVR2A,INHBA
ACVR2A,INHBB
ACVR2A,MAGI2
ACVR2A,NODAL
ACVR2A,PEG10
ACVR2A,PRSS50
ACVR2A,SYNJ2BP
ACVR2A,TDGF1
ADAM10,DLG1
ADAM10,GRB2
ADAM10,LCK
ADAM10,MAD2L1
ADAM10,MSRB2
ADAM10,OR4S2
ADAM10,TSPAN5
ADAM17,DLG1
ADAM17,LRRC3
ADAM17,MAD2L1
ADAM17,MAPK1
ADAM17,SDK2
ADAM17,TNFRSF1A
ADAM17,TNFRSF1B
ADAR,BTRC
ADAR,HNRNPM
ADAR,TGM2
ADAR,UPF1
ADAR,XPO1
ADCY7,BUD31
ADCY7,PLSCR1
ADCY7,XRCC6
ADIPOR1,APPL1
ADIPOR1,DPH3
ADIPOR1,FAM45A
ADIPOR1,NAA20
ADIPOR1,NFKBIL1
ADIPOR1,WFS1
ADIPOR2,APPL1
ADIPOR2,NCK1
ADIPOR2,RNF181
ADNP,ARID1A
ADNP,CDC27
ADNP,EBNA1BP2
ADNP,EMD
ADNP,NFIA
ADNP,PHGDH
ADNP,RRS1
ADNP,SAP18
ADNP,SEPT2
ADNP,SMARCA4
ADNP,SMARCC2
ADPRM,FH
ADPRM,GTF2H4
ADPRM,PHF5A
ADPRM,XPO1
ADRB1,ARRB1
ADRB1,ARRB2
ADRB1,GIPC1
ADRB1,GPRASP1
ADRB1,GPRASP2
ADRB1,MAGI2
ADSS,AASDHPPT
ADSS,ADSL
ADSS,ADSSL1
ADSS,AGL
ADSS,ARFIP1
ADSS,ATP1A1
ADSS,ATP6V1H
ADSS,C6orf211
ADSS,CCT8
ADSS,CDC37
ADSS,DNAJA2
ADSS,DSTN
ADSS,EEF1A1
ADSS,EEF2
ADSS,EIF4A3
ADSS,FDPS
ADSS,GART
ADSS,GMPS
ADSS,GNPNAT1
ADSS,GSPT2
ADSS,HIST1H3A
ADSS,HLA-A
ADSS,HSD17B10
ADSS,HSPA1A
ADSS,HSPA8
ADSS,HSPB1
ADSS,HSPD1
ADSS,HSPE1
ADSS,IMPA2
ADSS,KYNU
ADSS,NME1-NME2
ADSS,NME2
ADSS,PCBD1
ADSS,PCBP1
ADSS,PCNA
ADSS,PDIA3
ADSS,PFKL
ADSS,PPP1CA
ADSS,PRDX5
ADSS,PTMS
ADSS,RAB11A
ADSS,RBBP7
ADSS,RNH1
ADSS,RPE
ADSS,RPL17
ADSS,RPL31
ADSS,RPS11
ADSS,RPS15A
ADSS,RPS16
ADSS,RPS28
ADSS,RPS3
ADSS,RPS8
ADSS,SGTA
ADSS,SMYD1
ADSS,TALDO1
ADSS,TANGO2
ADSS,TARDBP
ADSS,THRAP3
ADSS,TUBB3
ADSS,UMPS
ADSS,UQCRFS1
ADSS,WDR1
ADSS,YWHAQ
AEBP2,APP
AEBP2,ATXN3
AEBP2,EED
AEBP2,EZH1
AEBP2,EZH2
AEBP2,JARID2
AEBP2,JMJD6
AEBP2,KBTBD7
AEBP2,LACRT
AEBP2,LGALS7
AEBP2,LGALS7B
AEBP2,LTF
AEBP2,PIGR
AEBP2,PIP
AEBP2,RALYL
AEBP2,RBBP4
AEBP2,RBBP7
AEBP2,RPL39
AEBP2,S100A7
AEBP2,SCGB2A1
AEBP2,SUZ12
AEBP2,THAP1
AFF1,AFF4
AFF1,BRD4
AFF1,CCNT1
AFF1,CDK9
AFF1,DDX6
AFF1,DOT1L
AFF1,ELL2
AFF1,HEXIM1
AFF1,HIST3H3
AFF1,KMT2A
AFF1,LARP7
AFF1,MLLT1
AFF1,MLLT10
AFF1,MLLT3
AFF1,NPM1
AFF1,NT5E
AFF1,PCSK1
AFF1,POLR2A
AFF1,RELA
AFF1,SIAH1
AFF1,SIAH2
AFF4,AFF1
AFF4,CCNT1
AFF4,CCNT2
AFF4,CDK9
AFF4,EAF1
AFF4,EAF2
AFF4,ELL
AFF4,ELL2
AFF4,ELL3
AFF4,HEXIM1
AFF4,KMT2A
AFF4,MLLT1
AFF4,MLLT3
AFF4,PBX2
AFF4,USP7
AGFG1,APP
AGFG1,EPS15
AGFG1,GPN1
AGFG1,HSPBP1
AGFG1,IPO11
AGFG1,NYAP2
AGFG1,OGT
AGFG1,POLE2
AGFG1,PPME1
AGFG1,SH3GLB1
AGFG1,SUCLA2
AGFG1,SURF2
AGFG1,TPRKB
AGFG1,ZPR1
AGO1,AGO2
AGO1,AIP
AGO1,C2orf44
AGO1,CNOT7
AGO1,CYLD
AGO1,DCAF10
AGO1,DICER1
AGO1,DNAJB11
AGO1,FKBP5
AGO1,GPRASP2
AGO1,HSP90AA1
AGO1,IPO8
AGO1,KHDRBS1
AGO1,OTUD7B
AGO1,PABPC1
AGO1,PASK
AGO1,POLR2A
AGO1,PPP6R1
AGO1,RELA
AGO1,STUB1
AGO1,TARBP2
AGO1,TAX1BP1
AGO1,TCF25
AGO1,TNRC6A
AGO1,TNRC6B
AGO1,TNRC6C
AGO1,TP53
AGO2,AGO1
AGO2,AGO3
AGO2,BIRC6
AGO2,BTRC
AGO2,C6orf48
AGO2,CBWD2
AGO2,CDKN1B
AGO2,CEP170
AGO2,CNOT1
AGO2,CNOT2
AGO2,CNOT6
AGO2,CNOT6L
AGO2,CNOT7
AGO2,CNOT8
AGO2,CPS1
AGO2,CRBN
AGO2,CTR9
AGO2,DCAF7
AGO2,DDX20
AGO2,DHX9
AGO2,DICER1
AGO2,EIF4EBP1
AGO2,ELAVL1
AGO2,FOLR1
AGO2,gag
AGO2,GEMIN4
AGO2,GMPS
AGO2,GPRASP2
AGO2,H19
AGO2,HOTAIR
AGO2,HSP90AA1
AGO2,IGBP1
AGO2,IPO8
AGO2,IQSEC1
AGO2,KLHL29
AGO2,LIG4
AGO2,LRRK2
AGO2,MALAT1
AGO2,MCL1
AGO2,MIR125B2
AGO2,MIR19A
AGO2,MIR21
AGO2,MIR221
AGO2,MIR579
AGO2,MIRLET7B
AGO2,MIRLET7I
AGO2,MLLT11
AGO2,MSI1
AGO2,NDUFS2
AGO2,P4HB
AGO2,PABPC1
AGO2,PAF1
AGO2,PASK
AGO2,PCBP2
AGO2,PFKP
AGO2,POLR2A
AGO2,PRKAR1A
AGO2,RBM4
AGO2,RNF219
AGO2,RPL27A
AGO2,RPS11
AGO2,RPS20
AGO2,S100A11
AGO2,SKP2
AGO2,TARBP2
AGO2,TMEFF2
AGO2,TMEM64
AGO2,TNF
AGO2,TNRC6A
AGO2,TNRC6B
AGO2,TNRC6C
AGO2,TRMT1
AGO2,YTHDF1
AGO4,ACTB
AGO4,AGK
AGO4,AGO2
AGO4,AGO3
AGO4,APP
AGO4,ARF4
AGO4,ATP5C1
AGO4,ATP5I
AGO4,CCT5
AGO4,DBT
AGO4,DNAJA1
AGO4,DNAJA2
AGO4,DNAJB11
AGO4,EEF1G
AGO4,EIF4B
AGO4,EMD
AGO4,GALK1
AGO4,HNRNPC
AGO4,HSP90AA1
AGO4,HSP90AB1
AGO4,HSPA1A
AGO4,HSPA5
AGO4,HSPA8
AGO4,IGF2BP1
AGO4,IPO8
AGO4,JAK1
AGO4,LOC390937
AGO4,MYCBP
AGO4,OTUD4P1
AGO4,PABPC4
AGO4,PGAM5
AGO4,PRDX1
AGO4,PRMT5
AGO4,PTGES3
AGO4,PTS
AGO4,RPL11
AGO4,RPL12P1
AGO4,RPL23
AGO4,RPL24
AGO4,RPL27
AGO4,RPL27A
AGO4,RPL35
AGO4,RPL38
AGO4,RPS10P5
AGO4,RPS18
AGO4,RPS26
AGO4,RPS5
AGO4,RPS9
AGO4,SLC25A1
AGO4,SLC25A10
AGO4,SLC25A13
AGO4,SLC25A22
AGO4,SLC25A3
AGO4,SLC25A5
AGO4,SNRPD2P1
AGO4,SSBP1
AGO4,SUCLA2
AGO4,TNRC6A
AGO4,TNRC6B
AGO4,TNRC6C
AGO4,TRIM21
AGO4,TUBB
AGO4,TUBB4B
AGO4,TUFM
AGO4,WDR77
AGO4,YBX1
AGPAT1,RNASEH2A
AGPAT3,APP
AGPAT3,GPR89A
AGPAT3,HSPA8
AGPAT3,METTL9
AGPAT3,NCLN
AGPAT3,NOMO1
AGPAT3,SCYL1
AGPAT3,SERINC1
AGPAT3,TMEM120A
AGPAT3,TMEM120B
AGPAT3,TOM1L1
AHCYL1,ATP6V1B2
AHCYL1,C11orf58
AHCYL1,CCT5
AHCYL1,GINS4
AHCYL1,KIAA1598
AHCYL1,PDCD6IP
AHCYL1,PPP2CA
AHCYL1,PSAT1
AHCYL1,PSMD12
AHCYL1,PTGES3
AHCYL1,RPL37A
AHCYL1,SEC24A
AHCYL1,SEC24C
AHCYL1,SEPHS1
AHCYL1,SERPINH1
AHCYL1,SGTA
AHCYL1,SH3BGRL3
AHCYL1,SIN3A
AHCYL1,SKP1
AHCYL1,SNCG
AHCYL1,SNRPA
AHCYL1,SNX12
AHCYL1,SNX3
AHCYL1,SOD1
AHCYL1,SOX30
AHCYL1,SP100
AHCYL1,SPR
AHCYL1,SRSF1
AHCYL1,SRXN1
AHCYL1,STAM
AHCYL1,STAT6
AHCYL1,STIP1
AHCYL1,STMN1
AHCYL1,STMN2
AHCYL1,STUB1
AHCYL1,SUGT1
AHCYL1,SULT1A1
AHCYL1,SUMO2
AHCYL1,TACC3
AHCYL1,TAGLN2
AHCYL1,TARDBP
AHCYL1,TBCA
AHCYL1,TES
AHCYL1,THADA
AHCYL1,TKT
AHCYL1,TLE3
AHCYL1,TMOD3
AHCYL1,TOM1L2
AHCYL1,TPD52L2
AHCYL1,TPM1
AHCYL1,TPM2
AHCYL1,TPM3P4
AHCYL1,TRIP6
AHCYL1,TTC1
AHCYL1,TTC9C
AHCYL1,TTLL12
AHCYL1,TUBB6
AHCYL1,TXN
AHCYL1,TYMS
AHCYL1,UBA52
AHCYL1,UBA6
AHCYL1,UBE2B
AHCYL1,UBE2C
AHCYL1,UBE2D1
AHCYL1,UBE2D2
AHCYL1,UBE2L3
AHCYL1,UBE2V1
AHCYL1,UBE4B
AHCYL1,UBL7
AHCYL1,UBQLN1
AHCYL1,UBQLN4
AHCYL1,UBXN1
AHCYL1,UCHL3
AHCYL1,UFC1
AHCYL1,UFM1
AHCYL1,USP34
AHCYL1,USP9X
AHCYL1,VPS26A
AHCYL1,VPS4B
AHCYL1,YAP1
AHCYL1,ZFYVE19
AHCYL1,ZPR1
AHCYL1,ZRANB2
AHCYL1,ZYX
AHNAK,ACTN4
AHNAK,ARHGDIA
AHNAK,CCT5
AHNAK,EEF1A1
AHNAK,EEF2
AHNAK,FLNB
AHNAK,FMNL1
AHNAK,HNRNPAB
AHNAK,HNRNPD
AHNAK,HNRNPDL
AHNAK,HNRNPH1
AHNAK,NOL9
AHNAK,PLEC
AHNAK,PPIP5K2
AHNAK,PSME3
AHNAK,RUVBL1
AHNAK,SEC16A
AHNAK,STIP1
AHNAK,VARS
AHNAK,YARS
AK3,DAPK3
AK3,HNRNPUL2
AK3,IBA57
AK3,RPS14
AK4,APP
AK4,CEP19
AK4,EPHA8
AK4,KEAP1
AK4,WDR45B
AKAP10,COG3
AKAP10,DCTN4
AKAP10,IKZF3
AKAP10,MYH9
AKAP10,PRKAR2B
AKAP11,GSK3B
AKAP11,PPP1CA
AKAP11,PPP1CB
AKAP11,PPP1CC
AKAP11,PRKAR1A
AKAP11,PRKAR2A
AKAP11,PRKAR2B
AKAP13,ESR1
AKAP13,GNA12
AKAP13,GNAQ
AKAP13,MAP1LC3A
AKAP13,MTR
AKAP13,PPARA
AKAP13,PRKAR2A
AKAP13,Prkca
AKAP13,PRKCA
AKAP13,Prkch
AKAP13,PRKCH
AKAP13,PRKD1
AKAP13,RHOA
AKAP13,RXRB
AKAP13,THRA
AKAP13,UBB
AKAP13,YWHAG
AKT1S1,CBY1
AKT1S1,FAM114A1
AKT1S1,MTOR
AKT1S1,RPTOR
AKT1S1,YWHAZ
AKT2,APOA1
AKT2,APOB
AKT2,APP
AKT2,APPL1
AKT2,CCL14
AKT2,CHUK
AKT2,CLIP3
AKT2,EIF4EBP1
AKT2,ESR1
AKT2,FAT3
AKT2,GGA1
AKT2,GNB1
AKT2,HIST1H3A
AKT2,HSP90AA1
AKT2,MAP3K5
AKT2,MTCP1
AKT2,NAMPT
AKT2,NSMCE4A
AKT2,PIK3CB
AKT2,PIK3CD
AKT2,PLEKHO1
AKT2,PNPLA3
AKT2,POFUT1
AKT2,POLR1B
AKT2,PPP2CA
AKT2,PRKCZ
AKT2,RPE
AKT2,SETDB1
AKT2,SH3RF1
AKT2,SNAI1
AKT2,SNX27
AKT2,SORBS2
AKT2,SPRR2A
AKT2,STEAP4
AKT2,TCL1A
AKT2,TCL1B
AKT2,TMED2
AKT2,TPM2
AKT2,TTC3
AKT2,UBB
AKT2,UBE2O
AKT2,USP9Y
AKT2,VIM
AKT2,WDR26
AKT2,XIAP
AKT3,AKT1
AKT3,Btbd10
AKT3,CDC37
