A0AV96	GO:0005634
A0AV96	GO:0003729
A0AV96	GO:0003723
A0AV96	GO:0016554
A0AV96	GO:0002244
A0AVI4	GO:0005783
A0AVI4	GO:0005789
A0AVI4	GO:0016021
A0AVI4	GO:0046872
A0AVI4	GO:0061630
A0AVI4	GO:0000209
A0AVI4	GO:0016567
A0AVI4	GO:0006986
A0AVI4	GO:0030970
A0AVI4	GO:0030433
A0AVT1	GO:0005737
A0AVT1	GO:0005829
A0AVT1	GO:0005524
A0AVT1	GO:0019780
A0AVT1	GO:0004839
A0AVT1	GO:0021764
A0AVT1	GO:0060996
A0AVT1	GO:0021766
A0AVT1	GO:0007612
A0AVT1	GO:0007626
A0AVT1	GO:0032446
A0AVT1	GO:0016567
A0AVT1	GO:0006511
A0JNW5	GO:0005829
A0JNW5	GO:0005769
A0JNW5	GO:0062069
A0JNW5	GO:0042803
A0PJG0	GO:0005615
A0PJG0	GO:0050840
A0PJG0	GO:0008201
A0PJG0	GO:0006954
A0PJG0	GO:0016525
A1KXE4	GO:0030424
A1KXE4	GO:0070062
A1KXE4	GO:0016021
A1KXE4	GO:0048471
A1KXE4	GO:0005886
A1Z1Q3	GO:0005813
A1Z1Q3	GO:0005730
A1Z1Q3	GO:0005634
A1Z1Q3	GO:0140293
A1Z1Q3	GO:0019213
A1Z1Q3	GO:0016798
A1Z1Q3	GO:0007420
A1Z1Q3	GO:0006974
A1Z1Q3	GO:0140291
A1Z1Q3	GO:0051725
A1Z1Q3	GO:0042278
A1Z1Q3	GO:0009617
A2ACR1	GO:0005829
A2ACR1	GO:0005634
A2ACR1	GO:0005839
A2ACR1	GO:0004298
A2ACR1	GO:0002376
A2ACR1	GO:0051603
A2AEA2	GO:0016021
A2AEA2	GO:0042612
A2AEA2	GO:0002474
A2AEA2	GO:0006955
A2AJT9	GO:0005739
A2RRH5	GO:0005654
A2RU67	GO:0016021
A4D0V7	GO:0005783
A4D1E9	GO:0005694
A4D1E9	GO:0005730
A4D1E9	GO:0005525
A4D1E9	GO:0003723
A4D1E9	GO:0042254
A4D2Q0	GO:0005639
A4D2Q0	GO:0034993
A5D8V6	GO:0010008
A5D8V6	GO:0000813
A5D8V6	GO:0070062
A5D8V6	GO:0043231
A5D8V6	GO:0031902
A5D8V6	GO:0048306
A5D8V6	GO:0016197
A5D8V6	GO:0032509
A5D8V6	GO:0016236
A5D8V6	GO:0036258
A5D8V6	GO:0006612
A5D8V6	GO:0006623
A5D8V6	GO:0043162
A5D8V6	GO:0039702
A5D8V6	GO:0019058
A5PLN9	GO:0005829
A5PLN9	GO:0017112
A5YKK6	GO:0030014
A5YKK6	GO:0030015
A5YKK6	GO:0005829
A5YKK6	GO:0005615
A5YKK6	GO:0016020
A5YKK6	GO:0005634
A5YKK6	GO:0000932
A5YKK6	GO:0005778
A5YKK6	GO:0070016
A5YKK6	GO:0030331
A5YKK6	GO:0019904
A5YKK6	GO:0032947
A5YKK6	GO:0042974
A5YKK6	GO:0003723
A5YKK6	GO:0006977
A5YKK6	GO:0035195
A5YKK6	GO:0007275
A5YKK6	GO:0033147
A5YKK6	GO:0048387
A5YKK6	GO:0000122
A5YKK6	GO:0017148
A5YKK6	GO:0000289
A5YKK6	GO:0010606
A5YKK6	GO:0061014
A5YKK6	GO:1900153
A5YKK6	GO:0060213
A5YKK6	GO:2000036
A5YKK6	GO:0090503
A6NDG6	GO:0005737
A6NDG6	GO:0000121
A6NDG6	GO:0043136
A6NDG6	GO:0000287
A6NDG6	GO:0098519
A6NDG6	GO:0016791
A6NDG6	GO:0008967
A6NDG6	GO:0004725
A6NDG6	GO:0016311
A6NDG6	GO:0006114
A6NDG6	GO:0006650
A6NDG6	GO:0045721
A6NDG6	GO:0035335
A6NDU8	GO:0005829
A6NDU8	GO:0005654
A6NFE2	GO:0016021
A6NFY7	GO:0005759
A6NFY7	GO:0005739
A6NFY7	GO:0034553
A6NH01	GO:0030117
A6NH01	GO:0006886
A6NH01	GO:0016192
A6NHR9	GO:0001740
A6NHR9	GO:0035861
A6NHR9	GO:0005524
A6NHR9	GO:0016887
A6NHR9	GO:0003677
A6NHR9	GO:0042803
A6NHR9	GO:0009048
A6NHR9	GO:0006302
A6NHR9	GO:0070868
A6NHR9	GO:0060821
A6NHR9	GO:0060820
A6NHR9	GO:2000042
A6NHR9	GO:0043584
A6NHR9	GO:0045739
A6NHR9	GO:2001034
A6NIH7	GO:0035869
A6NIH7	GO:0005929
A6NIH7	GO:0005829
A6NIH7	GO:0008289
A6NIH7	GO:0060271
A6NIH7	GO:0042953
A6NIH7	GO:0007399
